x,y,z
-0.02443673089146614,0.07745083421468735,0.9896529316902161
-0.02443673089146614,0.07647965848445892,0.9911150336265564
-0.023202551528811455,0.07793641835451126,0.9925772547721863
-0.023449387401342392,0.07647965848445892,0.9935520887374878
-0.02443673089146614,0.07672245800495148,0.991358757019043
-0.02468356490135193,0.07696525007486343,0.9920898675918579
-0.02468356490135193,0.07696525007486343,0.991358757019043
-0.02468356490135193,0.07647965848445892,0.9920898675918579
-0.025670906528830528,0.0776936262845993,0.9933083653450012
-0.02369622141122818,0.07672245800495148,0.9916024804115295
-0.023449387401342392,0.07575128227472305,0.9894092082977295
-0.22412677109241486,0.40619200468063354,0.6801578998565674
-0.09034185111522675,-0.029188333079218864,0.789577841758728
0.0770978033542633,-0.05282847210764885,1.236274003982544
-0.1705634444952011,0.282853364944458,1.1158878803253174
-0.24732932448387146,0.3231568932533264,0.7457123398780823
0.011637403629720211,-0.09021848440170288,0.8658549189567566
0.13261792063713074,-0.07502125203609467,1.309626817703247
-0.09182285517454147,0.2622160017490387,1.1936272382736206
-0.22782930731773376,0.22264079749584198,0.8427037000656128
0.12340497225522995,-0.15341967344284058,0.7854349613189697
0.07055176049470901,-0.09407810121774673,1.3949207067489624
-0.21474701166152954,0.2772691249847412,1.3137696981430054
-0.45541176199913025,0.2665862441062927,0.7488804459571838
0.09212945401668549,0.0497724786400795,0.9833167791366577
-0.02270887978374958,0.03981798142194748,0.9818546175956726
-0.023943057283759117,0.04661617428064346,0.9918461441993713
-0.02295571379363537,0.04904409870505333,0.9889218211174011
-0.02443673089146614,0.050743646919727325,0.9925772547721863
-0.02468356490135193,0.05050085484981537,0.994283139705658
-0.024930398911237717,0.05195761099457741,0.9920898675918579
-0.02369622141122818,0.053657159209251404,0.9925772547721863
-0.02369622141122818,0.05389995500445366,0.9959890246391296
-0.023449387401342392,0.05511391535401344,0.9937956929206848
-0.02369622141122818,0.0553567074239254,0.9923335909843445
-0.02369622141122818,0.054385535418987274,0.9935520887374878
-0.02295571379363537,0.05389995500445366,0.9947705268859863
0.054307885468006134,0.06312606483697891,1.0271822214126587
-0.09774692356586456,0.16291381418704987,1.223358154296875
-0.11379123479127884,0.28042542934417725,1.07835853099823
-0.27670276165008545,0.11993953585624695,0.7903088927268982
-0.17772166430950165,-0.03449530526995659,0.6740654706954956
0.04145825281739235,-0.08635887503623962,0.9577286243438721
0.11952584236860275,0.09371793270111084,1.2528455257415771
-0.2850951850414276,0.2711993157863617,1.0430225133895874
-0.16661407053470612,0.18015208840370178,0.6867377161979675
-0.06195574998855591,-0.08225803077220917,0.6348302960395813
0.12316253036260605,-0.1276085078716278,1.332777976989746
-0.24708248674869537,0.2571173310279846,1.2996352910995483
-0.29422807693481445,0.26367270946502686,0.8146786093711853
-0.21696852147579193,0.1342642903327942,0.7532669305801392
0.04776184633374214,0.03350537270307541,0.956266462802887
0.021820131689310074,0.06579678505659103,0.9684512615203857
-0.025177236646413803,0.06312606483697891,0.988434374332428
-0.024930398911237717,0.062640480697155,0.9881907105445862
-0.02270887978374958,0.06385444849729538,0.9896529316902161
-0.02468356490135193,0.06312606483697891,0.9908714294433594
-0.026164578273892403,0.0648256167769432,0.9923335909843445
-0.025917742401361465,0.06506841629743576,0.9925772547721863
-0.02468356490135193,0.06725354492664337,0.9911150336265564
-0.024930398911237717,0.06458282470703125,0.9925772547721863
-0.02468356490135193,0.06676795333623886,0.9923335909843445
-0.08960133790969849,0.006069814320653677,1.1017534732818604
0.19153226912021637,0.099544957280159,1.3517863750457764
-0.13427859544754028,0.36418887972831726,1.0773837566375732
-0.19648118317127228,0.2724132835865021,0.9121572971343994
-0.1885824352502823,-0.018574392423033714,0.7274350523948669
0.044125158339738846,-0.08081067353487015,0.7868971228599548
0.30984586477279663,0.04127473756670952,1.1787617206573486
0.009940282441675663,0.15465886890888214,1.3354586362838745
-0.18710140883922577,0.30446189641952515,1.0132914781570435
-0.30755719542503357,0.11896836012601852,0.9028968811035156
0.020607901737093925,0.1051291823387146,0.9998881816864014
0.019395673647522926,0.11848277598619461,1.0174343585968018
-0.024930398911237717,0.05317157506942749,0.9908714294433594
-0.02295571379363537,0.052928779274225235,0.9935520887374878
-0.023449387401342392,0.05414274334907532,0.9911150336265564
-0.02270887978374958,0.05559949949383736,0.9920898675918579
-0.02369622141122818,0.05608508735895157,0.9906277060508728
-0.024189893156290054,0.056570667773485184,0.9891654849052429
-0.023202551528811455,0.05681345984339714,0.9879470467567444
-0.02295571379363537,0.05754183977842331,0.9867285490036011
-0.02542407251894474,0.05754183977842331,0.991358757019043
-0.023202551528811455,0.05754183977842331,0.9920898675918579
-0.02542407251894474,0.06725354492664337,0.9996444582939148
-0.017525332048535347,-0.06633711606264114,0.6813763976097107
0.15710493922233582,-0.019539296627044678,1.02157723903656
0.0821891650557518,0.08619136363267899,1.2998790740966797
-0.16735456883907318,0.17796695232391357,1.1083333492279053
-0.1745128035545349,0.022336916998028755,0.6099731922149658
0.04509493708610535,-0.25039249658584595,0.9267790913581848
0.18401645123958588,-0.03087691403925419,1.171938180923462
-0.013575960882008076,0.23720835149288177,1.2730722427368164
-0.15106341242790222,0.17044039070606232,1.1297786235809326
-0.12292414903640747,-0.0007236776873469353,0.6475025415420532
-0.02641141600906849,-0.12881462275981903,0.7469308972358704
0.15468049049377441,-0.13170933723449707,0.9121572971343994
0.06255104392766953,0.10003054141998291,0.9947705268859863
-0.007651905063539743,0.06579678505659103,0.9891654849052429
-0.023943057283759117,0.057784635573625565,0.9955016374588013
